"Name"	"Protein id"	"Contig id"	"Start"	"Stop"	"Strand"	"Gene symbol"	"Element name"	"Scope"	"Type"	"Subtype"	"Class"	"Subclass"	"Method"	"Target length"	"Reference sequence length"	"% Coverage of reference"	"% Identity to reference"	"Alignment length"	"Closest reference accession"	"Closest reference name"	"HMM accession"	"HMM description"
"28099_1_327"	NA	".28099_1_327.47"	905	2107	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"28099_1_329"	NA	".28099_1_329.101"	9030	9887	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"28099_1_329"	NA	".28099_1_329.117"	3682	4494	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"28099_1_329"	NA	".28099_1_329.117"	4558	5358	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"28099_1_329"	NA	".28099_1_329.117"	5361	6194	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"28099_1_329"	NA	".28099_1_329.117"	7251	8447	"+"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_000804064.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"28099_1_329"	NA	".28099_1_329.148"	181	969	"-"	"aadA2"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_001206356.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	NA	NA
"28099_1_329"	NA	".28099_1_329.148"	1380	1874	"-"	"dfrA12"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	165	165	100	100	165	"WP_001083725.1"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	NA	NA
"28099_1_329"	NA	".28099_1_329.148"	5087	6619	"-"	"qepA4"	"fluoroquinolone efflux MFS transporter QepA4"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	511	511	100	100	511	"WP_064760451.1"	"fluoroquinolone efflux MFS transporter QepA4"	NA	NA
"28099_1_329"	NA	".28099_1_329.170"	1998	2870	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"28099_1_329"	NA	".28099_1_329.182"	1655	2857	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"28099_1_329"	NA	".28099_1_329.229"	312	1169	"+"	"aac(3)-IId"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557454.1"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	NA	NA
"28099_1_329"	NA	".28099_1_329.327"	127	567	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"28099_1_329"	NA	".28099_1_329.327"	708	1535	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"28099_1_329"	NA	".28099_1_329.327"	1669	2220	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"28099_1_329"	NA	".28099_1_329.537"	182	1054	"-"	"blaCTX-M-27"	"extended-spectrum class A beta-lactamase CTX-M-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_032277257.1"	"extended-spectrum class A beta-lactamase CTX-M-27"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	195	1097	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	6414	7250	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	7247	7591	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	7800	8585	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	8719	9189	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"28099_1_329"	NA	".28099_1_329.68"	15216	15872	"-"	"catA1"	"type A-1 chloramphenicol O-acetyltransferase"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	219	219	100	100	219	"WP_000412211.1"	"type A-1 chloramphenicol O-acetyltransferase"	NA	NA
"28099_1_330"	NA	".28099_1_330.31"	820	1692	"+"	"blaCTX-M-27"	"extended-spectrum class A beta-lactamase CTX-M-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_032277257.1"	"extended-spectrum class A beta-lactamase CTX-M-27"	NA	NA
"28099_1_330"	NA	".28099_1_330.53"	9070	9927	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"28099_1_330"	NA	".28099_1_330.60"	2388	3590	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"28099_1_330"	NA	".28099_1_330.62"	4313	4969	"-"	"catA1"	"type A-1 chloramphenicol O-acetyltransferase"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	219	219	100	100	219	"WP_000412211.1"	"type A-1 chloramphenicol O-acetyltransferase"	NA	NA
"28099_1_330"	NA	".28099_1_330.64"	137	970	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"28099_1_330"	NA	".28099_1_330.64"	973	1773	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"28099_1_330"	NA	".28099_1_330.64"	1837	2649	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043265.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"28099_1_330"	NA	".28099_1_330.66"	195	1097	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"28099_1_330"	NA	".28099_1_330.67"	127	663	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"PARTIALX"	179	275	65.09	99.44	179	"WP_063855066.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"28099_1_330"	NA	".28099_1_330.67"	660	1004	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"28099_1_330"	NA	".28099_1_330.67"	1213	1998	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"28099_1_330"	NA	".28099_1_330.67"	2132	2602	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"28099_1_330"	NA	".28099_1_330.70"	312	1169	"+"	"aac(3)-IId"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557454.1"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	NA	NA
"28099_1_331"	NA	".28099_1_331.3"	67313	68125	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"28099_1_331"	NA	".28099_1_331.3"	68189	68989	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"28099_1_331"	NA	".28099_1_331.3"	68992	69825	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"28099_1_331"	NA	".28099_1_331.3"	71164	72360	"+"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"BLASTX"	399	399	100	99.75	399	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"28099_1_331"	NA	".28099_1_331.3"	72966	74177	"-"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTX"	404	404	100	99.75	404	"WP_000214122.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	NA	NA
"28099_1_331"	NA	".28099_1_331.74"	2511	3713	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"28099_1_331"	NA	".28099_1_331.77"	2766	3638	"-"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"28099_1_331"	NA	".28099_1_331.78"	1763	2233	"+"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"28099_1_331"	NA	".28099_1_331.78"	2367	3152	"+"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"28099_1_331"	NA	".28099_1_331.78"	3361	3705	"+"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"28099_1_331"	NA	".28099_1_331.78"	3702	4538	"+"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"28099_1_331"	NA	".28099_1_331.79"	235	1137	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"28099_1_331"	NA	".28099_1_331.83"	1865	2722	"-"	"aac(3)-IIe"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557452.1"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	NA	NA
"28099_1_331"	NA	".28099_1_331.86"	257	808	"+"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"28099_1_331"	NA	".28099_1_331.86"	942	1769	"+"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"28099_1_331"	NA	".28099_1_331.86"	1910	2350	"+"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"28099_1_333"	NA	".28099_1_333.38"	276	1178	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"28099_1_333"	NA	".28099_1_333.38"	6495	7331	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"28099_1_333"	NA	".28099_1_333.38"	7328	7672	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"28099_1_333"	NA	".28099_1_333.38"	7881	8666	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"28099_1_333"	NA	".28099_1_333.38"	8800	9270	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"28099_1_333"	NA	".28099_1_333.46"	574	1770	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_000804064.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"28099_1_333"	NA	".28099_1_333.46"	2827	3660	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480972.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"28099_1_333"	NA	".28099_1_333.46"	3663	4463	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"28099_1_333"	NA	".28099_1_333.46"	4527	5339	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"28099_1_333"	NA	".28099_1_333.51"	522	1394	"-"	"blaCTX-M-27"	"extended-spectrum class A beta-lactamase CTX-M-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_032277257.1"	"extended-spectrum class A beta-lactamase CTX-M-27"	NA	NA
"28099_1_334"	NA	".28099_1_334.31"	1963	3105	"+"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	NA	NA
"28099_1_334"	NA	".28099_1_334.40"	2106	2963	"+"	"aac(3)-IId"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557454.1"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	NA	NA
"28099_1_334"	NA	".28099_1_334.41"	982	1818	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"28099_1_334"	NA	".28099_1_334.41"	1815	2159	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"28099_1_334"	NA	".28099_1_334.41"	2368	3153	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"28099_1_334"	NA	".28099_1_334.41"	3287	3757	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"28099_1_334"	NA	".28099_1_334.42"	137	970	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"28099_1_334"	NA	".28099_1_334.42"	973	1773	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"28099_1_334"	NA	".28099_1_334.42"	1837	2649	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043265.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"28099_1_334"	NA	".28099_1_334.44"	3281	4183	"-"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"28099_1_334"	NA	".28099_1_334.45"	455	1327	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"28099_1_334"	NA	".28099_1_334.48"	894	2096	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"28099_1_334"	NA	".28099_1_334.49"	127	567	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"28099_1_334"	NA	".28099_1_334.49"	708	1535	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"28099_1_334"	NA	".28099_1_334.49"	1669	2220	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
